customer_id,gender,age,city,register_date,acquisition_channel
623,M,50,台中市,2026-07-01,Facebook Ads
624,F,48,新北市,2024-03-26,Facebook Ads
625,F,38,台北市,2025-07-11,官網
626,M,37,新北市,2026-05-07,LINE
627,F,58,台中市,2025-10-27,LINE
628,F,45,台南市,2026-04-22,Google Ads
629,M,56,台中市,2024-10-21,Google Ads
630,M,40,台中市,2024-09-25,Facebook Ads
631,F,54,新北市,2025-10-06,官網
632,F,69,新北市,2025-06-18,Google Ads
633,F,60,台中市,2024-03-28,Facebook Ads
634,F,47,台中市,2026-07-13,官網
635,M,55,台中市,2024-04-20,電話
636,M,49,高雄市,2025-08-06,Google Ads
637,F,52,桃園市,2026-02-07,電話
638,M,48,新北市,2024-08-25,合作通路
639,M,50,高雄市,2024-11-29,Referral
640,M,55,桃園市,2024-04-15,電話
641,M,39,台中市,2025-01-16,電話
642,M,39,新竹市,2025-11-19,Facebook Ads
643,M,34,台南市,2024-09-17,官網
644,M,31,台中市,2025-10-16,官網
645,M,36,台中市,2026-03-30,LINE
646,F,54,台中市,2025-12-09,LINE
647,F,40,台中市,2025-04-20,官網
648,F,59,桃園市,2026-06-25,合作通路
649,F,52,新北市,2025-07-08,Facebook Ads
650,F,26,桃園市,2025-10-24,Facebook Ads
651,M,61,桃園市,2025-07-28,官網
652,F,63,高雄市,2025-10-03,Google Ads
653,F,39,高雄市,2025-04-07,官網
654,F,57,台中市,2026-05-04,Google Ads
655,M,41,台北市,2025-08-07,LINE
656,M,53,高雄市,2026-07-31,官網
657,M,36,台中市,2025-09-07,Google Ads
658,M,29,台中市,2024-06-06,Google Ads
659,F,47,台南市,2024-09-28,Facebook Ads
660,F,50,高雄市,2025-10-31,Facebook Ads
661,M,47,台中市,2025-09-12,官網
662,F,37,高雄市,2025-06-04,LINE
663,F,47,桃園市,2024-02-28,Facebook Ads
664,M,56,台北市,2025-12-04,LINE
665,M,51,台中市,2025-10-09,Google Ads
666,M,54,彰化縣,2026-06-09,電話
667,M,43,台北市,2025-03-11,Google Ads
668,M,67,台中市,2024-05-25,電話
669,M,37,新北市,2026-05-08,LINE
670,M,58,桃園市,2026-09-04,LINE
671,M,67,台中市,2024-09-01,官網
672,F,58,台中市,2024-10-27,Referral
673,M,49,台中市,2025-03-13,合作通路
674,F,45,新竹市,2026-05-17,LINE
675,M,65,台中市,2024-04-09,Google Ads
676,F,34,新北市,2025-12-25,Referral
677,M,39,彰化縣,2026-03-24,Google Ads
678,M,47,台中市,2025-04-24,電話
679,F,68,新竹市,2025-02-18,官網
680,F,57,彰化縣,2024-06-13,Referral
681,F,39,台南市,2026-08-31,Referral
682,M,48,台中市,2024-03-28,Google Ads
683,M,44,高雄市,2025-07-26,官網
684,F,43,桃園市,2026-03-24,Google Ads
685,F,65,新竹市,2024-06-27,Google Ads
686,F,34,台中市,2024-06-11,LINE
687,F,73,桃園市,2025-08-15,Google Ads
688,M,63,台北市,2026-10-02,電話
689,F,66,台中市,2024-10-27,合作通路
690,M,46,台北市,2025-01-08,官網
691,M,50,桃園市,2025-12-08,Facebook Ads
692,M,33,新北市,2024-07-21,Referral
693,F,45,新北市,2024-02-16,Referral
694,M,58,新竹市,2025-04-07,電話
695,M,69,台北市,2025-02-11,官網
696,F,38,高雄市,2025-03-02,Referral
697,M,47,台北市,2026-07-18,Google Ads
698,F,50,台北市,2024-11-12,合作通路
699,M,34,高雄市,2025-02-24,合作通路
700,F,60,彰化縣,2024-09-19,Referral
701,F,43,新北市,2024-06-14,Facebook Ads
702,M,49,桃園市,2025-03-03,Referral
703,M,46,台中市,2025-01-31,LINE
704,M,42,台中市,2026-03-06,官網
705,M,52,新北市,2024-04-16,Referral
706,F,49,台中市,2024-04-07,Google Ads
707,M,47,台中市,2024-02-12,Facebook Ads
708,F,43,新北市,2024-08-29,電話
709,M,56,台中市,2024-04-04,電話
710,F,73,台中市,2024-07-06,Referral
711,F,54,新北市,2025-01-19,Google Ads
712,F,65,新北市,2026-03-29,官網
713,F,34,彰化縣,2024-03-27,Google Ads
714,M,54,高雄市,2025-05-03,電話
715,M,38,台北市,2024-08-13,Facebook Ads
716,F,33,彰化縣,2024-12-10,電話
717,F,42,桃園市,2025-06-01,LINE
718,F,67,台中市,2026-11-20,合作通路
719,M,64,台中市,2024-10-22,官網
720,F,55,高雄市,2025-02-17,官網
721,F,32,新北市,2024-05-14,Facebook Ads
722,M,49,桃園市,2025-06-08,電話
723,M,56,桃園市,2026-10-05,LINE
724,F,54,高雄市,2024-01-04,Google Ads
725,F,28,新竹市,2024-06-26,官網
726,F,40,新北市,2026-01-15,Referral
727,M,51,台中市,2024-09-15,Facebook Ads
728,F,59,台南市,2025-10-13,Facebook Ads
729,M,23,台中市,2026-12-24,官網
730,M,50,桃園市,2026-11-06,電話
731,M,54,彰化縣,2025-06-27,Facebook Ads
732,F,63,高雄市,2025-03-10,合作通路
733,F,61,新北市,2024-10-16,Referral
734,F,60,新北市,2026-03-13,Google Ads
735,M,42,台北市,2025-04-27,Facebook Ads
736,F,27,台北市,2024-08-21,官網
737,M,47,高雄市,2025-02-11,合作通路
738,F,65,桃園市,2025-11-24,官網
739,M,70,高雄市,2025-07-15,LINE
740,M,61,台中市,2025-03-05,Google Ads
741,F,58,新北市,2025-03-07,LINE
742,M,57,桃園市,2025-05-11,官網
743,F,45,新北市,2026-09-09,Facebook Ads
744,F,50,新北市,2026-09-23,LINE
745,M,74,桃園市,2026-06-15,Google Ads
746,F,40,高雄市,2026-04-06,LINE
747,M,73,台北市,2026-02-16,Google Ads
748,F,48,台南市,2024-08-10,Google Ads
749,F,69,台中市,2025-04-12,Referral
750,F,34,新竹市,2025-07-22,Google Ads
751,M,60,台中市,2025-01-09,官網
752,F,42,台中市,2025-06-10,Google Ads
753,F,34,台南市,2025-02-15,Facebook Ads
754,M,55,台中市,2024-09-25,Facebook Ads
755,M,65,桃園市,2025-09-17,Google Ads
756,F,41,桃園市,2026-10-08,Google Ads
757,F,33,台南市,2025-03-25,Referral
758,F,51,新竹市,2026-03-12,Google Ads
759,F,51,台中市,2026-04-01,Google Ads
760,F,59,高雄市,2024-09-11,電話
761,M,64,台中市,2024-05-05,Facebook Ads
762,M,51,台北市,2026-01-31,電話
763,M,76,台南市,2026-03-09,Google Ads
764,F,55,台北市,2025-07-18,Facebook Ads
765,M,47,新北市,2025-03-31,官網
766,F,31,新北市,2026-12-26,合作通路
767,F,49,高雄市,2026-12-25,Google Ads
768,F,48,新竹市,2026-06-30,LINE
769,M,64,台中市,2026-05-11,Google Ads
770,F,58,新北市,2025-09-08,Google Ads
771,M,37,台南市,2025-02-03,Referral
772,F,54,新北市,2024-10-13,Google Ads
773,M,61,台中市,2024-07-04,Referral
774,M,72,新北市,2024-10-10,Google Ads
775,F,64,台北市,2025-10-11,Referral
776,M,62,台中市,2025-11-21,LINE
777,M,53,台南市,2024-08-24,Referral
778,F,57,新北市,2026-11-07,Google Ads
779,F,68,彰化縣,2026-03-25,電話
780,F,35,桃園市,2026-07-16,官網
781,F,47,高雄市,2025-02-17,LINE
782,F,42,台中市,2024-01-09,電話
783,M,57,台北市,2025-02-23,官網
784,M,68,台中市,2024-01-29,Referral
785,M,44,彰化縣,2024-12-13,Facebook Ads
786,F,21,台中市,2025-10-22,官網
787,F,47,台中市,2025-07-29,Referral
788,M,64,新北市,2025-03-25,Google Ads
789,F,59,台中市,2025-01-14,LINE
790,F,58,台中市,2025-11-29,合作通路
791,M,48,新北市,2024-12-31,LINE
792,F,35,台中市,2025-02-15,Facebook Ads
793,F,59,台中市,2026-08-08,Facebook Ads
794,F,41,台北市,2024-12-21,Referral
795,M,80,桃園市,2024-09-10,合作通路
796,F,59,新北市,2025-12-27,合作通路
797,F,44,台北市,2025-11-11,官網
798,F,44,新北市,2026-12-05,LINE
799,F,51,台北市,2026-12-08,Google Ads
800,F,49,彰化縣,2026-03-20,Google Ads
801,F,67,台中市,2025-04-17,Google Ads
802,M,54,高雄市,2025-02-19,Google Ads
803,F,42,台南市,2026-09-05,Referral
804,F,77,桃園市,2025-08-22,電話
805,M,53,台中市,2026-10-23,官網
806,F,62,台中市,2025-04-04,合作通路
807,F,44,高雄市,2024-03-19,合作通路
808,F,57,台中市,2026-02-13,官網
809,F,56,桃園市,2026-12-30,LINE
810,M,27,高雄市,2026-06-14,Google Ads
811,F,78,桃園市,2024-02-27,LINE
812,F,69,台中市,2025-09-15,Google Ads
813,M,47,高雄市,2024-02-17,Facebook Ads
814,F,38,高雄市,2026-04-18,合作通路
815,F,57,台南市,2024-06-13,Facebook Ads
816,F,53,台中市,2024-11-25,Google Ads
817,F,57,台中市,2024-07-31,官網
818,M,54,台北市,2025-05-21,官網
819,M,59,台中市,2026-07-04,Google Ads
820,M,71,新北市,2026-03-11,Google Ads
821,F,59,彰化縣,2024-06-16,合作通路
822,M,38,台北市,2026-09-21,Facebook Ads
823,M,70,台南市,2026-04-09,Referral
824,M,73,台中市,2026-09-22,LINE
825,F,85,台中市,2026-09-13,LINE
826,F,37,台中市,2026-02-25,Facebook Ads
827,M,55,台北市,2025-03-02,電話
828,M,25,彰化縣,2026-10-12,Referral
829,F,59,台中市,2026-10-30,Facebook Ads
830,F,45,高雄市,2026-02-11,Google Ads
831,M,77,新北市,2026-12-17,Google Ads
832,F,42,彰化縣,2025-12-17,電話
833,M,30,台中市,2024-03-26,LINE
834,M,46,台中市,2024-04-13,Google Ads
835,F,26,台中市,2024-05-22,Facebook Ads
836,M,62,台北市,2024-07-23,LINE
837,F,25,台中市,2025-10-02,Referral
838,M,52,台南市,2026-11-27,官網
839,F,25,高雄市,2026-12-11,Google Ads
840,F,48,高雄市,2024-01-01,Google Ads
841,M,73,新北市,2024-01-11,LINE
842,F,57,台中市,2026-01-16,Google Ads
843,M,41,台北市,2026-08-13,電話
844,F,52,新竹市,2026-01-24,LINE
845,M,52,台南市,2025-06-01,Facebook Ads
846,M,58,台南市,2026-10-28,LINE
847,M,34,台南市,2024-01-05,官網
848,F,60,台中市,2025-11-24,官網
849,F,18,台中市,2024-04-21,電話
850,F,44,台中市,2026-09-30,官網
851,M,46,台北市,2024-09-29,電話
852,F,60,台中市,2025-02-25,官網
853,M,52,新北市,2024-09-21,Google Ads
854,F,34,高雄市,2024-07-30,Google Ads
855,M,39,台南市,2026-02-20,Referral
856,M,55,桃園市,2025-10-27,合作通路
857,M,51,彰化縣,2025-01-03,電話
858,F,44,台中市,2026-08-15,電話
859,F,46,台中市,2024-12-12,Facebook Ads
860,M,61,高雄市,2024-01-25,LINE
861,F,45,台中市,2026-09-02,合作通路
862,F,51,台中市,2025-02-20,Referral
863,F,80,台北市,2025-05-29,Facebook Ads
864,M,33,台中市,2024-08-02,Facebook Ads
865,M,28,新北市,2026-08-11,LINE
866,F,62,台北市,2026-07-02,LINE
867,M,43,新北市,2025-03-03,Facebook Ads
868,M,48,高雄市,2026-01-02,官網
869,F,42,台北市,2025-11-29,Google Ads
870,F,49,台中市,2024-08-03,電話
871,M,73,台中市,2025-02-16,電話
872,M,62,台北市,2025-01-14,Referral
873,F,63,桃園市,2024-08-19,Referral
874,M,34,桃園市,2026-04-14,官網
875,M,37,高雄市,2024-09-14,電話
876,M,18,台中市,2025-02-06,LINE
877,F,41,新北市,2025-02-27,合作通路
878,F,64,新北市,2026-02-08,Google Ads
879,M,59,新北市,2024-03-05,Referral
880,M,49,新北市,2024-07-08,Facebook Ads
881,M,52,新北市,2026-08-07,Google Ads
882,F,43,新北市,2024-06-21,LINE
883,M,55,高雄市,2026-01-28,官網
884,M,62,台中市,2025-09-19,Facebook Ads
885,F,31,桃園市,2025-07-14,LINE
886,M,56,台中市,2026-09-27,電話
887,F,64,台中市,2025-02-04,Facebook Ads
888,M,47,新竹市,2025-09-29,官網
889,M,61,彰化縣,2026-08-06,Facebook Ads
890,M,85,台中市,2024-07-31,LINE
891,F,51,台北市,2024-02-22,官網
892,F,57,台中市,2025-09-15,Facebook Ads
893,F,42,新北市,2026-01-21,合作通路
894,M,54,台南市,2025-10-23,官網
895,F,58,彰化縣,2024-05-18,電話
896,M,55,高雄市,2025-02-21,電話
897,M,39,台北市,2024-05-22,Referral
898,F,55,高雄市,2025-05-23,Google Ads
899,M,71,台北市,2025-10-11,Facebook Ads
900,M,58,彰化縣,2025-04-30,LINE
901,M,65,台南市,2026-09-18,Referral
902,M,49,新北市,2025-06-26,Google Ads
903,M,62,台北市,2024-10-19,合作通路
904,F,56,台中市,2025-11-01,Google Ads
905,M,40,台中市,2026-04-17,Google Ads
906,F,56,桃園市,2026-11-03,Google Ads
907,F,39,新北市,2025-09-25,官網
908,M,44,台北市,2024-09-28,Referral
909,M,54,新北市,2026-11-14,Facebook Ads
910,M,56,桃園市,2024-11-17,LINE
911,F,37,台中市,2026-03-16,Google Ads
912,M,66,台南市,2026-06-01,官網
913,F,59,台南市,2026-11-29,Google Ads
914,M,43,彰化縣,2024-08-22,LINE
915,F,32,台北市,2026-04-11,官網
916,M,50,台中市,2024-05-23,官網
917,M,46,台北市,2025-08-11,Google Ads
918,F,53,台北市,2024-08-16,Google Ads
919,F,47,台中市,2024-09-30,官網
920,M,26,高雄市,2025-08-12,電話
921,F,47,新北市,2025-10-14,Referral
922,F,48,台南市,2025-08-05,電話
923,F,60,台中市,2026-08-25,合作通路
924,F,43,高雄市,2025-01-06,LINE
925,M,74,桃園市,2026-03-29,Facebook Ads
926,M,27,桃園市,2025-07-25,Google Ads
927,M,69,台南市,2025-06-28,LINE
928,F,49,桃園市,2024-05-06,官網
929,F,63,彰化縣,2026-01-02,電話
930,M,53,台北市,2025-02-20,Facebook Ads
931,M,67,新北市,2025-09-29,LINE
932,F,47,台中市,2024-02-10,官網
933,F,38,台中市,2026-02-25,LINE
934,F,70,台中市,2024-10-23,Facebook Ads
935,M,51,台中市,2024-02-11,電話
936,M,55,台中市,2025-09-23,Google Ads
937,M,68,台中市,2024-02-02,Referral
938,F,39,台中市,2025-10-26,合作通路
939,M,60,彰化縣,2025-09-07,Facebook Ads
940,F,44,台中市,2026-08-05,Facebook Ads
941,M,50,桃園市,2024-06-08,電話
942,F,53,台中市,2025-04-02,LINE
943,F,32,彰化縣,2025-02-02,Google Ads
944,F,42,台南市,2025-08-03,Referral
945,M,70,高雄市,2024-08-07,LINE
946,M,64,高雄市,2025-01-13,Google Ads
947,M,51,台中市,2026-07-18,LINE
948,F,55,新竹市,2026-08-21,Google Ads
949,F,48,台南市,2024-08-20,Google Ads
950,F,70,台南市,2026-07-10,LINE
951,F,49,高雄市,2024-08-21,Facebook Ads
952,F,55,台北市,2025-12-26,官網
953,M,67,台南市,2025-01-01,合作通路
954,F,42,台中市,2025-04-25,Referral
955,M,72,新北市,2025-08-12,Google Ads
956,M,32,台中市,2024-08-03,Google Ads
957,F,73,彰化縣,2025-12-25,官網
958,M,47,台中市,2025-12-12,官網
959,M,49,台中市,2026-09-11,Referral
960,F,27,新北市,2025-01-25,官網
961,M,46,桃園市,2026-12-06,Facebook Ads
962,F,38,高雄市,2025-01-26,LINE
963,M,44,台中市,2025-12-18,電話
964,M,50,台中市,2025-01-19,Referral
965,M,64,桃園市,2025-01-15,Facebook Ads
966,M,55,新竹市,2025-08-26,LINE
967,F,56,桃園市,2026-07-22,Google Ads
968,M,38,新北市,2025-02-02,LINE
969,F,41,彰化縣,2024-04-09,Google Ads
970,F,75,台北市,2025-01-17,合作通路
971,F,42,新北市,2025-12-07,官網
972,F,74,新北市,2024-01-10,Referral
973,F,49,台北市,2024-09-20,合作通路
974,M,52,桃園市,2026-04-11,Google Ads
975,M,66,新北市,2025-09-21,官網
976,M,69,台北市,2026-01-31,Referral
977,F,51,台中市,2024-07-13,官網
978,M,47,台中市,2025-07-15,官網
979,F,51,新北市,2024-04-06,LINE
980,F,56,台中市,2025-04-06,官網
981,M,64,台中市,2026-01-27,Facebook Ads
982,F,52,高雄市,2024-03-27,LINE
983,M,60,高雄市,2026-09-17,Google Ads
984,M,73,桃園市,2024-03-17,Google Ads
985,F,57,新北市,2025-10-22,Google Ads
986,F,56,台南市,2026-02-03,Google Ads
987,F,32,彰化縣,2025-11-08,LINE
988,M,18,桃園市,2026-03-01,Google Ads
989,M,57,高雄市,2025-08-05,Google Ads
990,F,51,台北市,2025-11-01,電話
991,F,45,新竹市,2025-06-21,電話
992,F,55,台中市,2025-03-05,電話
993,M,51,台中市,2026-12-28,Referral
994,F,67,台北市,2024-05-12,Google Ads
995,M,53,台中市,2024-07-07,Google Ads
996,M,42,新竹市,2025-07-26,Facebook Ads
997,F,65,新北市,2024-10-05,Referral
998,M,49,新北市,2025-06-25,電話
999,F,59,高雄市,2026-01-15,Facebook Ads
1000,M,46,新北市,2026-06-17,Google Ads
1001,M,44,台中市,2025-03-28,官網
1002,F,53,高雄市,2026-06-07,Facebook Ads
1003,F,52,高雄市,2026-04-30,LINE
1004,F,58,台北市,2024-06-18,合作通路
1005,F,49,桃園市,2026-04-09,官網
1006,F,28,台中市,2025-11-28,Referral
1007,F,46,台中市,2026-12-16,Facebook Ads
1008,F,62,台中市,2026-02-07,官網
1009,M,48,台北市,2024-12-23,Referral
1010,F,49,台南市,2024-07-19,官網
1011,M,65,台南市,2025-03-19,官網
1012,F,43,台北市,2026-04-06,電話
1013,F,32,新北市,2024-04-10,Referral
1014,M,50,桃園市,2026-07-26,Google Ads
1015,F,46,台中市,2024-01-29,Facebook Ads
1016,F,39,台中市,2025-10-26,Facebook Ads
1017,M,50,新竹市,2024-03-13,Referral
1018,F,58,高雄市,2024-09-10,合作通路
1019,F,52,新竹市,2025-05-30,Google Ads
1020,M,56,台北市,2026-01-18,Google Ads
1021,F,76,高雄市,2026-11-09,合作通路
1022,M,48,台中市,2025-06-18,Facebook Ads
1023,F,56,台中市,2025-02-24,Facebook Ads
1024,F,45,新北市,2025-03-21,Google Ads
1025,F,41,台北市,2026-05-28,Facebook Ads
1026,F,44,台中市,2024-05-15,官網
1027,F,46,台中市,2024-02-02,LINE
1028,F,57,台中市,2025-10-08,LINE
1029,M,83,高雄市,2024-10-04,Referral
1030,F,43,新北市,2024-05-12,Google Ads
1031,M,47,台中市,2026-01-19,Google Ads
1032,F,51,台中市,2024-05-05,Referral
1033,M,57,台中市,2024-12-10,電話
1034,M,55,高雄市,2024-01-17,Facebook Ads
1035,M,69,台中市,2026-04-03,Facebook Ads
1036,F,20,桃園市,2025-07-15,Facebook Ads
1037,M,21,台中市,2025-10-08,官網
1038,F,46,台中市,2025-09-21,Google Ads
1039,M,66,台南市,2026-03-28,LINE
1040,M,32,高雄市,2024-02-29,Google Ads
1041,F,18,台中市,2025-04-11,電話
1042,F,59,台南市,2025-09-19,Facebook Ads
1043,M,55,新北市,2025-01-25,LINE
1044,F,38,台南市,2026-07-24,Google Ads
1045,F,39,高雄市,2025-11-15,Google Ads
1046,F,39,高雄市,2025-05-12,官網
1047,M,53,新竹市,2025-08-22,電話
1048,M,44,台中市,2025-03-24,電話
1049,F,58,高雄市,2025-11-10,電話
1050,M,18,新北市,2024-05-09,Google Ads
1051,F,41,台中市,2024-05-28,官網
1052,F,37,台中市,2026-03-28,Google Ads
1053,F,49,台中市,2026-08-05,Google Ads
1054,F,45,高雄市,2025-05-14,電話
1055,F,62,新北市,2025-10-19,Referral
1056,M,28,新北市,2026-11-19,電話
1057,F,53,台中市,2025-07-30,電話
1058,M,59,新北市,2026-11-13,合作通路
1059,F,76,彰化縣,2026-09-10,Google Ads
1060,F,46,台北市,2025-12-23,合作通路
1061,F,56,高雄市,2024-08-09,官網
1062,F,29,桃園市,2025-08-24,電話
1063,F,21,桃園市,2025-11-14,官網
1064,M,63,新北市,2026-01-11,官網
1065,M,52,台南市,2026-07-13,官網
1066,F,67,台北市,2025-08-02,Facebook Ads
1067,M,34,台南市,2025-02-04,Referral
1068,M,59,台中市,2026-06-19,Google Ads
1069,M,76,台中市,2025-05-26,Facebook Ads
1070,M,57,台中市,2024-03-28,Google Ads
1071,M,56,桃園市,2024-02-19,Facebook Ads
1072,M,52,台北市,2024-04-12,Google Ads
1073,M,32,台中市,2025-01-02,Google Ads
1074,M,70,台中市,2026-07-24,LINE
1075,F,44,彰化縣,2026-06-16,LINE
1076,M,59,台南市,2026-06-27,Google Ads
1077,M,32,新北市,2024-09-14,Facebook Ads
1078,F,37,高雄市,2025-01-24,合作通路
1079,M,71,新北市,2026-02-11,Google Ads
1080,F,47,台北市,2026-01-23,Facebook Ads
1081,F,71,彰化縣,2025-01-28,Google Ads
1082,M,51,台中市,2025-11-13,Google Ads
1083,M,28,台北市,2024-09-26,官網
1084,F,64,台北市,2024-05-28,Facebook Ads
1085,F,44,新北市,2026-03-21,LINE
1086,F,61,新北市,2024-01-28,Google Ads
1087,F,52,新北市,2024-10-06,官網
1088,M,32,台中市,2024-06-14,電話
1089,F,54,新北市,2024-01-17,Google Ads
1090,M,81,台中市,2024-12-04,Google Ads
1091,F,58,台中市,2026-12-04,Google Ads
1092,F,51,台中市,2026-04-21,官網
1093,F,66,桃園市,2024-07-07,Google Ads
1094,F,55,台北市,2025-10-12,LINE
1095,M,55,高雄市,2026-12-20,Google Ads
1096,M,38,桃園市,2024-10-20,Google Ads
1097,M,55,高雄市,2026-11-22,Google Ads
1098,M,65,新北市,2025-02-18,Facebook Ads
1099,F,41,台北市,2026-03-13,Google Ads
1100,M,71,台北市,2025-03-06,Facebook Ads
1101,M,51,高雄市,2026-11-12,官網
1102,F,40,新北市,2025-05-01,Facebook Ads
1103,F,65,台南市,2024-03-29,官網
1104,F,48,台南市,2024-09-27,電話
1105,F,62,台中市,2026-06-18,官網
1106,M,48,台中市,2024-10-04,合作通路
1107,M,51,高雄市,2024-07-24,Facebook Ads
1108,F,58,台北市,2026-07-01,Google Ads
1109,F,56,台中市,2024-11-23,官網
1110,M,26,台南市,2026-05-07,官網
1111,F,37,台中市,2026-05-26,LINE
1112,M,64,彰化縣,2026-05-11,Google Ads
1113,M,50,高雄市,2024-12-01,LINE
1114,F,45,桃園市,2025-08-28,合作通路
1115,F,34,台中市,2025-08-14,Facebook Ads
1116,F,38,台中市,2026-11-27,合作通路
1117,M,26,新北市,2026-10-10,Facebook Ads
1118,F,51,台中市,2025-12-08,Google Ads
1119,M,44,台北市,2026-09-04,Facebook Ads
1120,M,39,台北市,2025-02-28,LINE
1121,F,51,台中市,2025-08-09,官網
1122,F,57,台中市,2026-03-16,LINE
1123,F,79,桃園市,2025-12-20,LINE
1124,F,32,台中市,2026-08-06,Google Ads
1125,F,67,台中市,2025-10-16,Facebook Ads
1126,F,65,高雄市,2025-04-18,Facebook Ads
1127,M,42,新竹市,2025-07-21,合作通路
1128,M,55,台北市,2024-07-29,Facebook Ads
1129,M,46,台中市,2026-12-17,Referral
1130,M,54,新北市,2024-08-02,Facebook Ads
1131,F,72,彰化縣,2026-06-18,Google Ads
1132,F,60,桃園市,2025-04-11,Facebook Ads
1133,M,59,高雄市,2024-12-19,Facebook Ads
1134,M,46,台北市,2026-11-08,合作通路
1135,F,33,新北市,2025-09-16,官網
1136,M,49,台中市,2025-01-06,合作通路
1137,F,68,高雄市,2024-07-02,Referral
1138,F,32,桃園市,2025-11-04,官網
1139,F,38,新竹市,2026-01-24,官網
1140,F,54,台中市,2024-11-17,官網
1141,F,39,台中市,2025-03-10,官網
1142,M,42,新北市,2026-12-02,Facebook Ads
1143,F,46,高雄市,2024-10-19,LINE
1144,F,34,桃園市,2025-11-18,官網
1145,M,39,台中市,2026-06-06,Google Ads
1146,F,61,台中市,2024-03-09,LINE
1147,F,35,新北市,2024-02-25,Referral
1148,F,31,台北市,2025-09-22,LINE
1149,F,44,台南市,2025-02-23,LINE
1150,F,62,新北市,2025-07-20,Google Ads
1151,F,49,桃園市,2025-07-03,電話
1152,F,46,新北市,2024-08-30,Facebook Ads
1153,F,53,桃園市,2026-01-17,合作通路
1154,F,29,台北市,2025-06-10,合作通路
1155,F,58,台南市,2024-03-17,Referral
1156,F,57,台中市,2025-03-15,Google Ads
1157,M,47,新北市,2026-12-14,Facebook Ads
1158,F,65,台中市,2025-05-30,合作通路
1159,F,37,新北市,2025-09-06,電話
1160,M,67,台北市,2026-10-27,Referral
1161,F,54,台中市,2025-11-06,官網
1162,M,48,新竹市,2025-02-23,LINE
1163,M,52,台中市,2024-10-02,Google Ads
1164,F,51,桃園市,2025-08-30,Referral
1165,M,68,新竹市,2025-07-24,電話
1166,F,38,台中市,2024-03-30,Google Ads
1167,F,42,高雄市,2024-10-08,Google Ads
1168,F,65,台中市,2025-09-29,LINE
1169,M,44,台中市,2026-03-21,官網
1170,M,64,台北市,2026-05-17,Google Ads
1171,F,74,彰化縣,2025-04-06,Facebook Ads
1172,F,47,台中市,2026-01-19,Google Ads
1173,F,61,新北市,2024-10-27,Google Ads
1174,M,37,新北市,2025-08-22,Referral
1175,F,62,台南市,2025-06-12,電話
1176,F,55,台中市,2024-05-19,電話
1177,F,58,高雄市,2024-10-04,電話
1178,M,44,高雄市,2025-10-24,Facebook Ads
1179,F,30,高雄市,2025-05-25,電話
1180,F,59,彰化縣,2024-04-23,合作通路
1181,F,25,台南市,2025-08-02,官網
1182,M,48,台中市,2025-11-21,LINE
1183,F,64,新北市,2025-09-28,電話
1184,F,54,台北市,2026-04-02,Referral
1185,M,77,台北市,2026-05-24,Google Ads
1186,F,65,新北市,2026-07-28,Facebook Ads
1187,F,43,台北市,2026-07-30,Referral
1188,M,52,台北市,2024-12-23,合作通路
1189,M,51,新竹市,2024-01-03,LINE
1190,F,31,台中市,2025-02-07,Facebook Ads
1191,M,40,彰化縣,2024-01-25,Facebook Ads
1192,F,45,新北市,2025-05-23,LINE
1193,M,26,高雄市,2025-11-26,合作通路
1194,F,53,台南市,2024-03-01,Google Ads
1195,M,49,台北市,2024-05-02,LINE
1196,F,30,台北市,2024-02-24,Referral
1197,F,57,台北市,2026-08-31,Facebook Ads
1198,F,61,台北市,2026-11-28,電話
1199,F,55,彰化縣,2025-06-29,Facebook Ads
1200,M,48,台南市,2024-04-22,電話
1201,F,60,台中市,2025-02-28,合作通路
1202,M,61,台中市,2026-07-06,Facebook Ads
1203,M,56,台北市,2024-08-17,Referral
1204,M,41,台中市,2026-07-05,合作通路
1205,F,56,高雄市,2024-06-03,合作通路
1206,F,68,台中市,2024-06-13,LINE
1207,F,44,新北市,2026-08-19,LINE
1208,M,79,台中市,2025-10-10,Facebook Ads
1209,M,45,台北市,2026-07-26,Facebook Ads
1210,F,52,高雄市,2025-05-26,LINE
1211,M,43,新北市,2026-07-20,Google Ads
1212,F,55,新竹市,2024-09-22,電話
1213,M,29,台南市,2024-07-05,LINE
1214,F,45,台北市,2026-11-29,Referral
1215,F,38,台中市,2025-01-25,電話
1216,M,54,台南市,2025-10-16,Facebook Ads
1217,M,65,彰化縣,2024-06-24,LINE
1218,F,60,台南市,2026-02-12,電話
1219,F,21,台中市,2026-02-02,Google Ads
1220,M,79,新竹市,2026-07-19,Google Ads
1221,F,56,台中市,2025-12-11,Referral
1222,M,42,桃園市,2026-04-05,Google Ads
1223,M,54,彰化縣,2025-08-11,Referral
1224,F,54,台中市,2025-06-14,Referral
1225,M,43,彰化縣,2026-12-21,LINE
1226,F,55,台北市,2024-10-07,電話
1227,M,44,新竹市,2024-08-14,Facebook Ads
1228,M,47,台中市,2025-09-30,Referral
1229,F,43,彰化縣,2026-12-17,電話
1230,M,33,台中市,2026-07-09,Google Ads
1231,F,54,高雄市,2025-04-21,官網
1232,M,60,新北市,2025-12-16,官網
1233,M,59,新北市,2024-08-30,Google Ads
1234,M,63,台中市,2025-01-01,合作通路
1235,F,56,高雄市,2026-07-24,LINE
1236,M,45,台中市,2026-04-17,LINE
1237,F,63,新北市,2026-06-24,Google Ads
