lead_id,customer_id,campaign_id,lead_date,channel,status
1388,3654,5,2024-11-01,Google Ads,Qualified
7540,3877,33,2024-11-01,Google Ads,Converted
4980,3654,39,2024-11-01,官網,Converted
2316,1334,5,2024-11-01,Google Ads,Lost
8373,3183,33,2024-11-02,Google Ads,Converted
7531,194,38,2024-11-02,Google Ads,New
449,3880,33,2024-11-02,Google Ads,Converted
7916,3771,27,2024-11-02,Google Ads,Converted
9384,937,33,2024-11-03,Google Ads,Contacted
819,1323,13,2024-11-03,電話,Converted
7466,2003,33,2024-11-03,Google Ads,Converted
8089,1323,39,2024-11-03,官網,Lost
11910,1843,15,2024-11-04,Google Ads,Contacted
8761,1843,15,2024-11-04,Google Ads,New
10099,1843,40,2024-11-04,Facebook Ads,Qualified
6792,1843,14,2024-11-04,Google Ads,Lost
207,1843,38,2024-11-04,Google Ads,New
3384,1936,27,2024-11-04,Google Ads,Lost
9987,1843,10,2024-11-04,官網,Contacted
824,658,33,2024-11-04,Google Ads,Qualified
3483,2592,14,2024-11-04,Google Ads,Qualified
3599,3355,33,2024-11-04,Google Ads,Converted
7802,1936,5,2024-11-04,Google Ads,Converted
2182,2660,22,2024-11-05,Google Ads,Qualified
8821,2660,38,2024-11-05,Google Ads,Contacted
831,3033,40,2024-11-05,Facebook Ads,Lost
10550,3033,17,2024-11-05,Facebook Ads,Contacted
8460,1862,10,2024-11-05,官網,Converted
6639,1923,38,2024-11-06,Google Ads,Contacted
1418,1923,5,2024-11-06,Google Ads,Converted
6219,3664,33,2024-11-06,Google Ads,New
1723,2076,14,2024-11-06,Google Ads,Lost
5458,1195,33,2024-11-06,Google Ads,Lost
8739,2076,38,2024-11-06,Google Ads,Contacted
8458,221,33,2024-11-06,Google Ads,Qualified
958,3098,39,2024-11-07,官網,New
393,557,33,2024-11-07,Google Ads,New
6993,1834,40,2024-11-07,Facebook Ads,New
1992,3365,17,2024-11-07,Facebook Ads,Contacted
8268,3098,37,2024-11-07,Facebook Ads,Contacted
9782,3402,33,2024-11-08,Google Ads,Converted
3044,1686,33,2024-11-08,Google Ads,Contacted
1461,3015,33,2024-11-08,Google Ads,New
9214,3618,33,2024-11-09,Google Ads,Converted
10110,3405,17,2024-11-09,Facebook Ads,Lost
11019,293,33,2024-11-09,Google Ads,Converted
11610,3731,33,2024-11-10,Google Ads,New
7013,1787,14,2024-11-10,Google Ads,New
1892,3695,33,2024-11-10,Google Ads,Converted
7685,2221,38,2024-11-10,Google Ads,New
5984,2221,39,2024-11-10,官網,Contacted
2751,2028,33,2024-11-11,Google Ads,New
10932,3548,33,2024-11-11,Google Ads,Qualified
6423,3913,13,2024-11-11,電話,Contacted
7342,2468,33,2024-11-11,Google Ads,Qualified
3228,561,37,2024-11-11,Facebook Ads,Contacted
3266,3913,38,2024-11-11,Google Ads,Converted
8987,1939,33,2024-11-12,Google Ads,New
11410,2333,33,2024-11-12,Google Ads,Lost
6414,558,33,2024-11-12,Google Ads,Contacted
2001,3794,27,2024-11-12,Google Ads,Converted
2151,1620,8,2024-11-12,Referral,Qualified
11695,1939,27,2024-11-12,Google Ads,New
8406,107,22,2024-11-13,Google Ads,Lost
6703,1329,33,2024-11-13,Google Ads,Contacted
9040,243,22,2024-11-13,Google Ads,Converted
2225,107,15,2024-11-13,Google Ads,Contacted
4857,107,26,2024-11-13,電話,Converted
4252,243,13,2024-11-13,電話,Qualified
9630,1595,33,2024-11-13,Google Ads,Lost
4306,529,38,2024-11-13,Google Ads,Converted
8973,107,27,2024-11-13,Google Ads,Lost
7822,1713,33,2024-11-14,Google Ads,Lost
8796,2343,33,2024-11-14,Google Ads,New
10432,1657,38,2024-11-14,Google Ads,Contacted
4409,243,33,2024-11-14,Google Ads,Qualified
301,1557,39,2024-11-15,官網,Qualified
8327,3752,5,2024-11-15,Google Ads,New
11985,3366,33,2024-11-15,Google Ads,Converted
5958,1557,37,2024-11-15,Facebook Ads,Lost
7839,3786,33,2024-11-15,Google Ads,Contacted
1769,1657,33,2024-11-15,Google Ads,Contacted
1940,2147,38,2024-11-15,Google Ads,Converted
4686,2600,33,2024-11-15,Google Ads,Converted
9644,1660,5,2024-11-16,Google Ads,Contacted
1848,1660,22,2024-11-16,Google Ads,Converted
11884,1140,15,2024-11-17,Google Ads,Lost
4488,910,37,2024-11-17,Facebook Ads,New
3922,3643,33,2024-11-17,Google Ads,Converted
4953,1355,33,2024-11-17,Google Ads,New
80,1671,5,2024-11-17,Google Ads,New
6728,3565,38,2024-11-18,Google Ads,Contacted
5108,3565,38,2024-11-18,Google Ads,New
10192,2591,14,2024-11-18,Google Ads,Lost
7010,3082,22,2024-11-18,Google Ads,Converted
6093,3082,8,2024-11-18,Referral,Qualified
8735,1875,33,2024-11-18,Google Ads,Contacted
4379,3565,26,2024-11-18,電話,Converted
9539,615,15,2024-11-19,Google Ads,Lost
6866,2214,14,2024-11-19,Google Ads,Lost
4520,3788,15,2024-11-19,Google Ads,Converted
498,615,38,2024-11-19,Google Ads,Contacted
1129,1805,33,2024-11-19,Google Ads,New
810,3788,5,2024-11-19,Google Ads,Contacted
62,2209,27,2024-11-19,Google Ads,Lost
2460,1503,33,2024-11-19,Google Ads,New
9697,615,40,2024-11-19,Facebook Ads,Qualified
4339,2452,33,2024-11-19,Google Ads,Converted
2348,2214,37,2024-11-19,Facebook Ads,New
6083,54,33,2024-11-19,Google Ads,Qualified
6224,615,37,2024-11-19,Facebook Ads,Lost
11607,2214,37,2024-11-19,Facebook Ads,Converted
10014,358,8,2024-11-20,Referral,Converted
11365,2350,27,2024-11-20,Google Ads,Converted
9745,358,27,2024-11-20,Google Ads,Qualified
8159,1096,33,2024-11-20,Google Ads,Converted
7258,2350,39,2024-11-20,官網,Converted
7188,834,33,2024-11-21,Google Ads,Qualified
5739,2624,39,2024-11-21,官網,Lost
4148,1858,33,2024-11-21,Google Ads,Lost
8433,2624,13,2024-11-21,電話,Converted
6271,1931,37,2024-11-22,Facebook Ads,Converted
7530,3458,27,2024-11-22,Google Ads,Qualified
1113,1446,40,2024-11-22,Facebook Ads,Lost
10260,1446,38,2024-11-22,Google Ads,Contacted
4852,2927,33,2024-11-22,Google Ads,Converted
11341,3793,33,2024-11-22,Google Ads,Converted
10881,2660,33,2024-11-22,Google Ads,Contacted
2490,1087,33,2024-11-23,Google Ads,New
6,1729,17,2024-11-23,Facebook Ads,New
747,495,33,2024-11-23,Google Ads,Lost
10164,977,33,2024-11-23,Google Ads,Qualified
5251,2946,33,2024-11-23,Google Ads,Contacted
9097,3291,14,2024-11-23,Google Ads,Converted
5846,3291,40,2024-11-23,Facebook Ads,Qualified
6809,2239,8,2024-11-23,Referral,Lost
6751,3055,14,2024-11-23,Google Ads,Contacted
1489,733,33,2024-11-24,Google Ads,Lost
11527,3422,5,2024-11-24,Google Ads,New
11659,1843,33,2024-11-24,Google Ads,Contacted
9673,2743,33,2024-11-24,Google Ads,Contacted
10926,2010,40,2024-11-24,Facebook Ads,Contacted
3093,358,33,2024-11-24,Google Ads,Qualified
430,2010,5,2024-11-24,Google Ads,Converted
2391,713,33,2024-11-24,Google Ads,Converted
2840,2080,33,2024-11-24,Google Ads,Lost
11482,1699,33,2024-11-24,Google Ads,Contacted
3412,317,5,2024-11-25,Google Ads,Qualified
3547,2504,38,2024-11-25,Google Ads,New
7044,2504,26,2024-11-25,電話,Converted
774,3532,33,2024-11-25,Google Ads,Contacted
10253,2947,39,2024-11-25,官網,Contacted
4889,2453,15,2024-11-25,Google Ads,New
1527,2453,14,2024-11-25,Google Ads,Contacted
4616,3563,10,2024-11-25,官網,New
11330,816,15,2024-11-25,Google Ads,Lost
10150,733,33,2024-11-25,Google Ads,Contacted
5940,317,14,2024-11-25,Google Ads,New
5167,2453,22,2024-11-25,Google Ads,Qualified
5961,675,33,2024-11-25,Google Ads,Contacted
7173,2292,33,2024-11-25,Google Ads,Contacted
8424,816,15,2024-11-25,Google Ads,Converted
4768,3563,38,2024-11-25,Google Ads,Converted
5206,3963,33,2024-11-26,Google Ads,Converted
1820,2226,33,2024-11-26,Google Ads,Lost
2670,3284,10,2024-11-26,官網,Contacted
3218,3284,15,2024-11-26,Google Ads,Contacted
1056,3284,37,2024-11-26,Facebook Ads,New
10726,2258,33,2024-11-26,Google Ads,Converted
3576,3951,33,2024-11-26,Google Ads,Lost
443,2065,33,2024-11-26,Google Ads,Lost
2891,3737,8,2024-11-27,Referral,New
8280,468,15,2024-11-27,Google Ads,New
6230,1406,33,2024-11-27,Google Ads,Qualified
11067,3737,39,2024-11-27,官網,New
4920,1797,8,2024-11-28,Referral,Qualified
7517,2281,14,2024-11-28,Google Ads,New
11357,1797,5,2024-11-28,Google Ads,New
10680,1766,14,2024-11-28,Google Ads,Converted
2933,1618,38,2024-11-28,Google Ads,Contacted
7042,882,33,2024-11-28,Google Ads,New
9274,1270,33,2024-11-28,Google Ads,New
6856,2166,10,2024-11-28,官網,Qualified
8279,1895,33,2024-11-28,Google Ads,Qualified
10314,298,39,2024-11-28,官網,Qualified
9565,3284,33,2024-11-28,Google Ads,Contacted
611,1797,39,2024-11-28,官網,Converted
5639,2659,15,2024-11-28,Google Ads,Lost
283,1618,33,2024-11-28,Google Ads,New
11083,2805,33,2024-11-28,Google Ads,Qualified
10254,89,33,2024-11-28,Google Ads,Converted
9625,1618,33,2024-11-29,Google Ads,Qualified
5190,2367,27,2024-11-29,Google Ads,Converted
6844,2654,38,2024-11-29,Google Ads,New
5165,1910,26,2024-11-29,電話,Qualified
6213,1671,33,2024-11-29,Google Ads,Qualified
8545,2209,33,2024-11-29,Google Ads,Converted
11514,610,33,2024-11-29,Google Ads,Lost
4374,932,33,2024-11-29,Google Ads,Contacted
11337,639,10,2024-11-29,官網,Converted
10850,639,39,2024-11-29,官網,Converted
6235,3183,33,2024-11-29,Google Ads,New
10468,11,37,2024-11-29,Facebook Ads,Contacted
912,1654,27,2024-11-29,Google Ads,New
2618,2857,27,2024-11-30,Google Ads,Lost
9779,3956,33,2024-11-30,Google Ads,New
2377,2857,14,2024-11-30,Google Ads,New
9044,2857,27,2024-11-30,Google Ads,Contacted
3795,1113,15,2024-12-01,Google Ads,Contacted
9276,1113,8,2024-12-01,Referral,Contacted
4318,1390,39,2024-12-01,官網,Converted
11161,1113,27,2024-12-01,Google Ads,New
10561,1113,5,2024-12-01,Google Ads,Qualified
2366,1113,39,2024-12-01,官網,Converted
2587,1113,38,2024-12-01,Google Ads,Converted
1362,2861,22,2024-12-01,Google Ads,Qualified
8033,1390,27,2024-12-01,Google Ads,Contacted
11249,2861,37,2024-12-01,Facebook Ads,New
6954,1724,15,2024-12-02,Google Ads,Converted
8693,1724,27,2024-12-02,Google Ads,New
11714,3424,3,2024-12-03,官網,Lost
914,3270,3,2024-12-03,官網,Contacted
8072,2102,3,2024-12-04,官網,Qualified
5447,3883,37,2024-12-04,Facebook Ads,Lost
2608,3178,14,2024-12-04,Google Ads,Lost
2714,1332,33,2024-12-04,Google Ads,Qualified
6738,3924,15,2024-12-04,Google Ads,Lost
10299,1332,39,2024-12-04,官網,Qualified
3170,316,3,2024-12-04,官網,Qualified
6218,1090,37,2024-12-04,Facebook Ads,Converted
3994,3178,39,2024-12-04,官網,New
3585,356,3,2024-12-04,官網,Converted
2106,1332,10,2024-12-04,官網,Lost
1693,3883,33,2024-12-04,Google Ads,Lost
10054,2012,3,2024-12-04,官網,Lost
8255,1862,3,2024-12-04,官網,Contacted
9073,2368,3,2024-12-05,官網,Lost
4415,3324,3,2024-12-06,官網,Contacted
7019,1517,37,2024-12-06,Facebook Ads,Qualified
4500,3675,3,2024-12-06,官網,Contacted
6493,2289,3,2024-12-06,官網,Contacted
2016,231,3,2024-12-06,官網,Qualified
8995,3647,14,2024-12-07,Google Ads,Contacted
411,3647,10,2024-12-07,官網,Lost
4477,137,3,2024-12-07,官網,Contacted
11975,3647,17,2024-12-07,Facebook Ads,New
925,1723,3,2024-12-08,官網,Converted
10874,1240,14,2024-12-08,Google Ads,New
5701,1240,14,2024-12-08,Google Ads,Contacted
10928,2309,3,2024-12-08,官網,Converted
9643,1240,10,2024-12-08,官網,Qualified
5681,1364,40,2024-12-09,Facebook Ads,Contacted
8554,3877,3,2024-12-09,官網,Contacted
1353,1766,21,2024-12-09,官網,Converted
2919,71,3,2024-12-09,官網,Contacted
2363,1364,14,2024-12-09,Google Ads,New
3844,1300,3,2024-12-09,官網,Qualified
4752,578,21,2024-12-09,官網,Converted
10078,1359,21,2024-12-09,官網,Contacted
6298,1364,38,2024-12-09,Google Ads,New
1480,2333,21,2024-12-09,官網,Qualified
2393,2456,21,2024-12-09,官網,Converted
3719,3776,21,2024-12-10,官網,Converted
1064,1824,3,2024-12-10,官網,Converted
344,474,21,2024-12-10,官網,Contacted
7697,1106,3,2024-12-10,官網,New
11453,716,15,2024-12-10,Google Ads,Lost
4706,3880,3,2024-12-10,官網,New
5875,1569,3,2024-12-10,官網,Lost
3411,3863,3,2024-12-10,官網,Qualified
4408,716,26,2024-12-10,電話,Lost
10064,2846,40,2024-12-11,Facebook Ads,Lost
10506,918,21,2024-12-11,官網,Lost
6302,2576,21,2024-12-11,官網,Lost
11367,3833,3,2024-12-11,官網,Qualified
1083,1919,3,2024-12-11,官網,New
6449,217,13,2024-12-11,電話,Qualified
4459,1321,3,2024-12-11,官網,Contacted
3119,2846,27,2024-12-11,Google Ads,Qualified
8975,1725,21,2024-12-11,官網,Lost
6162,2945,14,2024-12-11,Google Ads,Contacted
2025,3892,3,2024-12-11,官網,Contacted
9149,3489,3,2024-12-11,官網,Contacted
11362,493,21,2024-12-11,官網,Lost
8440,3541,3,2024-12-11,官網,Qualified
8201,859,22,2024-12-12,Google Ads,Converted
10514,1478,21,2024-12-12,官網,Lost
1958,404,3,2024-12-12,官網,Qualified
5305,2080,21,2024-12-12,官網,Qualified
6775,3826,21,2024-12-12,官網,Qualified
10327,1390,3,2024-12-12,官網,Lost
8770,859,17,2024-12-12,Facebook Ads,Converted
1814,2137,15,2024-12-12,Google Ads,Qualified
3851,1953,3,2024-12-12,官網,Qualified
1285,2137,10,2024-12-12,官網,Contacted
7814,2563,21,2024-12-12,官網,Converted
5963,2312,3,2024-12-12,官網,Contacted
2058,1050,3,2024-12-12,官網,Converted
7754,492,21,2024-12-12,官網,Converted
4874,859,40,2024-12-12,Facebook Ads,New
4102,1803,21,2024-12-12,官網,Qualified
9536,1071,21,2024-12-12,官網,Lost
7483,709,21,2024-12-13,官網,New
1230,969,3,2024-12-13,官網,New
2716,2544,14,2024-12-13,Google Ads,New
1978,2846,21,2024-12-13,官網,Qualified
9867,1321,21,2024-12-13,官網,Qualified
3490,2022,3,2024-12-13,官網,Contacted
2795,2946,21,2024-12-14,官網,Converted
6273,3581,13,2024-12-14,電話,Converted
577,3581,26,2024-12-14,電話,Lost
3032,897,3,2024-12-14,官網,New
8524,2038,21,2024-12-14,官網,Converted
3155,2704,21,2024-12-14,官網,Qualified
11942,2502,5,2024-12-14,Google Ads,New
7319,782,21,2024-12-14,官網,Lost
1535,3601,3,2024-12-14,官網,Converted
7969,2699,3,2024-12-14,官網,Converted
1160,3581,15,2024-12-14,Google Ads,New
7240,566,21,2024-12-14,官網,Lost
10967,3117,26,2024-12-14,電話,Converted
4333,3183,21,2024-12-14,官網,Contacted
7857,3598,3,2024-12-14,官網,Qualified
11226,1462,3,2024-12-15,官網,Lost
1740,412,3,2024-12-15,官網,New
6550,2400,21,2024-12-15,官網,Lost
7628,3946,21,2024-12-15,官網,New
7149,2945,21,2024-12-15,官網,Converted
5424,3967,3,2024-12-15,官網,New
2656,773,3,2024-12-15,官網,Converted
9004,2201,21,2024-12-15,官網,Converted
6976,3560,21,2024-12-15,官網,Contacted
1444,2757,21,2024-12-15,官網,Qualified
2623,2507,21,2024-12-15,官網,Qualified
9621,1634,21,2024-12-15,官網,Qualified
6328,994,3,2024-12-15,官網,New
4595,1359,21,2024-12-15,官網,Converted
5587,3752,21,2024-12-15,官網,Contacted
8737,3455,33,2024-12-15,Google Ads,Converted
8115,523,3,2024-12-16,官網,Qualified
9831,1689,3,2024-12-16,官網,New
2258,3570,21,2024-12-16,官網,Converted
7182,1944,3,2024-12-16,官網,New
2417,3217,33,2024-12-16,Google Ads,New
5096,1543,21,2024-12-16,官網,Converted
8309,2813,3,2024-12-16,官網,Converted
11245,1851,22,2024-12-16,Google Ads,Qualified
3154,2491,21,2024-12-16,官網,Contacted
1558,2731,3,2024-12-16,官網,Contacted
10685,3654,21,2024-12-16,官網,Qualified
6934,326,5,2024-12-16,Google Ads,Converted
3351,1851,40,2024-12-16,Facebook Ads,Converted
10355,721,21,2024-12-16,官網,New
4266,1332,21,2024-12-17,官網,New
11904,2456,3,2024-12-17,官網,Converted
8647,2258,21,2024-12-17,官網,Qualified
10346,3412,21,2024-12-17,官網,New
5264,2404,13,2024-12-17,電話,Lost
131,3755,3,2024-12-17,官網,Contacted
3935,1913,14,2024-12-17,Google Ads,Lost
11033,2587,3,2024-12-17,官網,Converted
3047,1335,3,2024-12-17,官網,Converted
8714,1176,21,2024-12-17,官網,Qualified
763,2404,27,2024-12-17,Google Ads,Converted
11114,253,21,2024-12-17,官網,Converted
1566,529,3,2024-12-17,官網,Contacted
6137,3033,3,2024-12-18,官網,Converted
3807,1805,21,2024-12-18,官網,New
8753,374,27,2024-12-18,Google Ads,Converted
11220,3998,21,2024-12-18,官網,Contacted
5454,1087,3,2024-12-18,官網,Converted
9950,1875,21,2024-12-18,官網,New
2649,308,21,2024-12-18,官網,Qualified
5259,879,3,2024-12-18,官網,New
5356,3210,3,2024-12-18,官網,Contacted
11546,3565,3,2024-12-18,官網,Lost
4719,3541,21,2024-12-18,官網,Contacted
10664,2493,21,2024-12-19,官網,Contacted
6080,3670,37,2024-12-19,Facebook Ads,New
8176,3670,14,2024-12-19,Google Ads,Qualified
8302,3670,27,2024-12-19,Google Ads,New
8778,279,40,2024-12-19,Facebook Ads,Contacted
9253,1133,27,2024-12-19,Google Ads,Contacted
10476,1941,21,2024-12-19,官網,Qualified
3434,3302,21,2024-12-19,官網,New
9142,2662,22,2024-12-19,Google Ads,Contacted
10973,2662,27,2024-12-19,Google Ads,Converted
11878,1396,21,2024-12-19,官網,Converted
2317,3670,27,2024-12-19,Google Ads,New
5217,2300,21,2024-12-19,官網,Qualified
11963,2301,14,2024-12-19,Google Ads,Lost
4735,333,21,2024-12-19,官網,New
5941,1923,3,2024-12-19,官網,Qualified
3586,2302,10,2024-12-19,官網,Lost
2384,1180,21,2024-12-19,官網,Converted
10822,15,13,2024-12-20,電話,New
9614,2294,5,2024-12-20,Google Ads,Qualified
937,3727,15,2024-12-20,Google Ads,Contacted
3352,3310,3,2024-12-20,官網,Qualified
1937,2294,27,2024-12-20,Google Ads,New
6622,2081,3,2024-12-20,官網,Qualified
6923,2851,22,2024-12-21,Google Ads,Lost
527,3082,3,2024-12-21,官網,Converted
8691,1997,21,2024-12-21,官網,Qualified
6987,777,21,2024-12-21,官網,Qualified
2403,1620,3,2024-12-21,官網,Lost
10203,2031,14,2024-12-21,Google Ads,Converted
993,2031,27,2024-12-21,Google Ads,Converted
818,2032,33,2024-12-21,Google Ads,New
7270,1698,37,2024-12-21,Facebook Ads,Converted
7747,2991,17,2024-12-21,Facebook Ads,Qualified
9927,3984,21,2024-12-21,官網,New
3191,2991,14,2024-12-21,Google Ads,New
10280,3140,21,2024-12-21,官網,Converted
7793,3455,21,2024-12-21,官網,Contacted
1311,1698,38,2024-12-21,Google Ads,Converted
1065,1798,3,2024-12-21,官網,Lost
6541,2991,22,2024-12-21,Google Ads,Contacted
10834,794,27,2024-12-21,Google Ads,Converted
1842,3087,21,2024-12-22,官網,Converted
874,3369,3,2024-12-22,官網,Qualified
5759,3140,21,2024-12-22,官網,Qualified
11743,2996,14,2024-12-22,Google Ads,Lost
5615,3604,3,2024-12-22,官網,New
11374,624,21,2024-12-22,官網,Qualified
3980,2937,21,2024-12-22,官網,Lost
522,2996,33,2024-12-22,Google Ads,Qualified
6596,3045,27,2024-12-22,Google Ads,Contacted
11327,2299,21,2024-12-22,官網,New
4838,3234,3,2024-12-22,官網,Lost
5627,1796,21,2024-12-23,官網,Qualified
6662,3559,21,2024-12-23,官網,Contacted
731,1917,17,2024-12-23,Facebook Ads,New
5428,3460,40,2024-12-23,Facebook Ads,Contacted
2765,1188,5,2024-12-23,Google Ads,Converted
9889,1009,22,2024-12-23,Google Ads,New
2508,724,21,2024-12-23,官網,New
3912,3973,27,2024-12-23,Google Ads,New
6876,3081,21,2024-12-23,官網,Converted
8502,1917,14,2024-12-23,Google Ads,Lost
10606,3973,22,2024-12-23,Google Ads,New
11624,2242,39,2024-12-24,官網,Converted
6739,2242,40,2024-12-24,Facebook Ads,Contacted
865,2114,33,2024-12-24,Google Ads,New
79,2242,37,2024-12-24,Facebook Ads,Lost
2949,2114,37,2024-12-24,Facebook Ads,Contacted
311,2242,21,2024-12-24,官網,Lost
5085,2015,22,2024-12-25,Google Ads,Contacted
5787,3334,27,2024-12-25,Google Ads,New
5475,3568,15,2024-12-25,Google Ads,Qualified
10813,3568,5,2024-12-25,Google Ads,Converted
1765,2437,26,2024-12-25,電話,Converted
754,3334,8,2024-12-25,Referral,Lost
5234,3787,3,2024-12-25,官網,Converted
7587,1745,3,2024-12-25,官網,New
8970,2015,13,2024-12-25,電話,Qualified
1544,3334,27,2024-12-25,Google Ads,Contacted
9171,3568,27,2024-12-25,Google Ads,Contacted
9146,104,3,2024-12-25,官網,Contacted
5200,1556,14,2024-12-26,Google Ads,Contacted
2203,1176,3,2024-12-26,官網,Contacted
5267,306,14,2024-12-26,Google Ads,Converted
107,2186,3,2024-12-26,官網,Contacted
4840,306,27,2024-12-26,Google Ads,Converted
10339,306,37,2024-12-26,Facebook Ads,Lost
9846,2409,3,2024-12-26,官網,Contacted
1614,306,10,2024-12-26,官網,Qualified
11587,2067,3,2024-12-27,官網,Lost
512,428,3,2024-12-27,官網,Contacted
4785,3304,3,2024-12-27,官網,Contacted
5722,2370,3,2024-12-28,官網,New
1952,2185,40,2024-12-29,Facebook Ads,Lost
2962,3373,37,2024-12-30,Facebook Ads,Lost
8783,1929,14,2024-12-31,Google Ads,Contacted
32,1929,17,2024-12-31,Facebook Ads,Converted
4804,1929,22,2024-12-31,Google Ads,Contacted
10655,186,33,2025-01-01,Google Ads,New
6768,953,40,2025-01-01,Facebook Ads,Qualified
6653,186,10,2025-01-01,官網,Qualified
6933,186,21,2025-01-01,官網,Qualified
5043,3982,22,2025-01-02,Google Ads,Converted
235,3982,22,2025-01-02,Google Ads,Qualified
3286,3982,38,2025-01-02,Google Ads,Qualified
1340,1604,15,2025-01-02,Google Ads,Lost
9335,34,33,2025-01-03,Google Ads,Qualified
10966,857,17,2025-01-03,Facebook Ads,Lost
6403,2570,22,2025-01-03,Google Ads,Qualified
11038,3413,27,2025-01-03,Google Ads,Qualified
8324,857,21,2025-01-03,官網,Qualified
317,2570,3,2025-01-03,官網,New
7806,3413,5,2025-01-03,Google Ads,New
11618,3586,39,2025-01-04,官網,Lost
638,3586,27,2025-01-04,Google Ads,New
2597,3113,27,2025-01-04,Google Ads,Qualified
953,3448,17,2025-01-04,Facebook Ads,Contacted
7661,3448,39,2025-01-04,官網,New
3991,3909,38,2025-01-04,Google Ads,Converted
4481,3735,17,2025-01-05,Facebook Ads,Contacted
8079,3735,37,2025-01-05,Facebook Ads,New
10232,3735,8,2025-01-05,Referral,Lost
10250,3367,15,2025-01-05,Google Ads,Lost
5547,1871,5,2025-01-05,Google Ads,Lost
5633,1871,22,2025-01-05,Google Ads,Contacted
9906,2797,33,2025-01-05,Google Ads,Converted
8653,3011,40,2025-01-05,Facebook Ads,Converted
4796,3735,10,2025-01-05,官網,Contacted
1968,3545,37,2025-01-06,Facebook Ads,Contacted
7833,191,22,2025-01-06,Google Ads,New
5162,1136,39,2025-01-06,官網,Lost
2550,1136,13,2025-01-06,電話,Qualified
11217,924,21,2025-01-06,官網,Converted
10920,1136,27,2025-01-06,Google Ads,Qualified
2616,1136,38,2025-01-06,Google Ads,New
4722,1136,13,2025-01-06,電話,Converted
3717,1136,8,2025-01-06,Referral,New
6205,1751,38,2025-01-07,Google Ads,Contacted
3782,1751,10,2025-01-07,官網,Contacted
883,690,15,2025-01-08,Google Ads,Contacted
11672,2083,26,2025-01-09,電話,Qualified
11319,2920,37,2025-01-09,Facebook Ads,Qualified
5078,2920,40,2025-01-09,Facebook Ads,Contacted
1754,3093,40,2025-01-09,Facebook Ads,Contacted
10333,2920,38,2025-01-09,Google Ads,Converted
11264,2920,21,2025-01-09,官網,Contacted
8408,2274,40,2025-01-09,Facebook Ads,Contacted
8167,751,39,2025-01-09,官網,Converted
2339,2274,5,2025-01-09,Google Ads,Qualified
11818,2920,40,2025-01-09,Facebook Ads,Contacted
4977,2532,5,2025-01-09,Google Ads,Qualified
2625,230,33,2025-01-09,Google Ads,Contacted
11523,1587,40,2025-01-09,Facebook Ads,Lost
2600,2920,5,2025-01-09,Google Ads,Converted
8420,2083,26,2025-01-09,電話,New
6692,2274,40,2025-01-09,Facebook Ads,New
2272,1587,33,2025-01-09,Google Ads,Contacted
3014,1238,37,2025-01-10,Facebook Ads,New
7763,1238,33,2025-01-10,Google Ads,Converted
3682,1238,5,2025-01-10,Google Ads,Contacted
6025,1764,38,2025-01-11,Google Ads,Contacted
2429,3966,10,2025-01-11,官網,Qualified
3657,3293,8,2025-01-11,Referral,Converted
2558,3293,14,2025-01-11,Google Ads,Qualified
7821,1764,37,2025-01-11,Facebook Ads,Qualified
1868,3370,17,2025-01-12,Facebook Ads,Converted
7749,3370,14,2025-01-12,Google Ads,Contacted
9087,3728,33,2025-01-12,Google Ads,Contacted
10852,3370,33,2025-01-12,Google Ads,Contacted
10136,946,15,2025-01-13,Google Ads,New
10749,2874,34,2025-01-13,合作通路,Contacted
7076,946,22,2025-01-13,Google Ads,Contacted
8012,1977,34,2025-01-13,合作通路,Qualified
10252,2044,27,2025-01-14,Google Ads,New
8045,2800,34,2025-01-14,合作通路,Converted
8411,3294,34,2025-01-14,合作通路,Contacted
745,789,40,2025-01-14,Facebook Ads,New
11349,3134,17,2025-01-15,Facebook Ads,New
1232,1254,40,2025-01-15,Facebook Ads,Contacted
7861,1254,13,2025-01-15,電話,Contacted
1095,2910,40,2025-01-15,Facebook Ads,Converted
9976,2910,22,2025-01-15,Google Ads,Lost
5515,3134,5,2025-01-15,Google Ads,Contacted
10710,2262,5,2025-01-15,Google Ads,Qualified
339,1343,11,2025-01-15,Google Ads,Contacted
11687,1254,13,2025-01-15,電話,Contacted
10269,2435,10,2025-01-15,官網,Qualified
5163,2262,10,2025-01-15,官網,Qualified
7323,597,11,2025-01-15,Google Ads,Contacted
1431,928,34,2025-01-16,合作通路,Converted
2052,2559,11,2025-01-16,Google Ads,Converted
5277,102,17,2025-01-16,Facebook Ads,Converted
6497,102,33,2025-01-16,Google Ads,Converted
9892,1452,38,2025-01-16,Google Ads,Contacted
1575,102,40,2025-01-16,Facebook Ads,Qualified
7192,2032,11,2025-01-16,Google Ads,Qualified
11378,2673,11,2025-01-16,Google Ads,Converted
9496,2939,11,2025-01-17,Google Ads,Qualified
4971,3327,11,2025-01-17,Google Ads,Contacted
8569,2885,34,2025-01-17,合作通路,Lost
4206,3433,11,2025-01-17,Google Ads,Qualified
8672,970,5,2025-01-17,Google Ads,New
2485,3800,11,2025-01-17,Google Ads,Qualified
10295,3984,11,2025-01-18,Google Ads,Contacted
2057,406,11,2025-01-18,Google Ads,Contacted
6438,3252,5,2025-01-18,Google Ads,Qualified
1609,1423,40,2025-01-18,Facebook Ads,Converted
11746,229,17,2025-01-18,Facebook Ads,Qualified
