maintenance_id,machine_id,maintenance_date,maintenance_type,cost
1457,281,2025-01-01,零件更換,2761
1252,204,2025-01-03,零件更換,7944
18,219,2025-01-05,定期保養,1209
712,244,2025-01-05,清潔消毒,969
2447,114,2025-01-05,性能檢測,685
439,287,2025-01-05,定期保養,691
1729,326,2025-01-07,清潔消毒,1122
1205,206,2025-01-08,清潔消毒,868
1692,210,2025-01-09,定期保養,765
1441,391,2025-01-10,故障維修,5753
1918,242,2025-01-10,故障維修,2617
1522,376,2025-01-10,定期保養,1422
2184,133,2025-01-11,故障維修,5714
375,29,2025-01-11,清潔消毒,503
1405,272,2025-01-12,故障維修,3896
85,135,2025-01-12,清潔消毒,884
1490,192,2025-01-13,故障維修,4091
1748,114,2025-01-14,故障維修,4988
986,207,2025-01-15,性能檢測,1088
1958,182,2025-01-15,故障維修,3782
521,242,2025-01-15,故障維修,5922
941,120,2025-01-18,故障維修,5563
951,246,2025-01-19,性能檢測,1442
270,128,2025-01-19,清潔消毒,941
1635,373,2025-01-19,零件更換,5655
1211,183,2025-01-19,故障維修,5012
1311,32,2025-01-20,零件更換,5967
626,163,2025-01-20,零件更換,5364
1900,317,2025-01-20,清潔消毒,893
1173,260,2025-01-21,故障維修,5056
1511,325,2025-01-22,清潔消毒,511
2481,120,2025-01-23,定期保養,1698
934,220,2025-01-23,故障維修,5768
2110,395,2025-01-24,定期保養,654
1797,290,2025-01-25,定期保養,558
2272,169,2025-01-25,定期保養,1060
1617,399,2025-01-26,定期保養,1257
51,391,2025-01-26,清潔消毒,1124
1216,95,2025-01-26,定期保養,1545
557,57,2025-01-27,定期保養,1680
1943,317,2025-01-28,清潔消毒,330
2091,314,2025-01-28,定期保養,1091
1366,56,2025-01-29,性能檢測,1018
1371,391,2025-01-30,故障維修,5758
1794,276,2025-01-30,零件更換,2738
390,325,2025-01-31,性能檢測,1490
17,133,2025-01-31,清潔消毒,1008
1167,333,2025-02-01,性能檢測,1001
189,221,2025-02-02,故障維修,4874
499,392,2025-02-02,性能檢測,967
383,259,2025-02-03,清潔消毒,357
1965,236,2025-02-03,零件更換,7880
2380,321,2025-02-03,定期保養,545
1187,280,2025-02-04,定期保養,1772
1316,263,2025-02-04,故障維修,1890
2056,272,2025-02-04,故障維修,2134
1674,324,2025-02-05,性能檢測,792
11,8,2025-02-06,故障維修,4891
716,374,2025-02-07,定期保養,506
585,260,2025-02-09,零件更換,7062
435,34,2025-02-10,清潔消毒,1034
86,142,2025-02-11,定期保養,1167
689,311,2025-02-12,定期保養,948
465,389,2025-02-12,零件更換,7399
1041,225,2025-02-14,定期保養,1418
2123,391,2025-02-14,故障維修,4565
1529,323,2025-02-14,故障維修,5723
1162,55,2025-02-15,零件更換,7955
1938,331,2025-02-15,故障維修,4166
296,219,2025-02-16,零件更換,2267
396,375,2025-02-16,故障維修,3274
1114,225,2025-02-17,性能檢測,542
1909,142,2025-02-17,故障維修,4117
330,107,2025-02-19,定期保養,1122
2342,29,2025-02-19,零件更換,2654
727,59,2025-02-20,清潔消毒,761
58,84,2025-02-20,清潔消毒,414
2170,142,2025-02-20,性能檢測,1050
2200,167,2025-02-21,故障維修,4101
203,69,2025-02-21,零件更換,3821
519,395,2025-02-21,清潔消毒,1124
662,395,2025-02-22,故障維修,5707
1341,113,2025-02-22,定期保養,701
101,11,2025-02-23,定期保養,1179
1392,30,2025-02-24,定期保養,638
2094,219,2025-02-24,故障維修,2980
222,235,2025-02-26,故障維修,2439
684,272,2025-02-26,定期保養,1161
1022,130,2025-02-26,故障維修,3262
2297,95,2025-02-27,清潔消毒,1190
1050,8,2025-02-27,定期保養,1060
1358,182,2025-02-28,零件更換,6261
1067,103,2025-03-01,故障維修,4833
2427,49,2025-03-01,定期保養,1472
1905,301,2025-03-01,清潔消毒,421
574,256,2025-03-01,故障維修,5800
1608,322,2025-03-03,零件更換,5336
641,8,2025-03-04,故障維修,5144
1598,32,2025-03-04,零件更換,3601
1656,378,2025-03-05,零件更換,2065
233,237,2025-03-05,故障維修,4626
1920,179,2025-03-05,故障維修,5008
1740,179,2025-03-06,清潔消毒,548
498,32,2025-03-07,定期保養,1637
1228,120,2025-03-09,清潔消毒,877
1452,254,2025-03-09,定期保養,707
602,121,2025-03-10,故障維修,4899
1035,32,2025-03-11,定期保養,1720
1757,388,2025-03-11,性能檢測,1237
78,30,2025-03-12,定期保養,1165
679,391,2025-03-14,清潔消毒,1039
1217,33,2025-03-14,故障維修,2332
1703,136,2025-03-14,零件更換,5068
173,214,2025-03-14,故障維修,4648
345,174,2025-03-15,零件更換,4431
1372,76,2025-03-15,零件更換,7292
1404,297,2025-03-16,故障維修,1734
1982,323,2025-03-17,故障維修,5006
487,18,2025-03-17,定期保養,1038
2006,307,2025-03-19,零件更換,3950
983,44,2025-03-19,定期保養,1017
849,210,2025-03-19,定期保養,1072
2391,165,2025-03-19,定期保養,1167
2471,98,2025-03-20,定期保養,801
1506,174,2025-03-22,性能檢測,881
1521,24,2025-03-22,定期保養,1611
1298,44,2025-03-24,定期保養,1399
632,360,2025-03-25,定期保養,729
2252,367,2025-03-26,故障維修,3524
1123,346,2025-03-27,故障維修,2600
692,183,2025-03-28,故障維修,4998
1539,76,2025-03-29,故障維修,3695
121,325,2025-03-29,零件更換,4465
1105,399,2025-03-29,故障維修,3331
702,21,2025-03-30,定期保養,863
1219,267,2025-03-31,性能檢測,959
206,4,2025-03-31,定期保養,1778
1643,219,2025-03-31,零件更換,4881
798,234,2025-04-01,定期保養,1389
2043,219,2025-04-01,零件更換,6910
764,300,2025-04-02,故障維修,1551
1774,386,2025-04-02,故障維修,3394
759,359,2025-04-03,清潔消毒,610
43,13,2025-04-03,定期保養,646
191,39,2025-04-04,故障維修,4268
2269,102,2025-04-04,定期保養,1111
664,102,2025-04-04,故障維修,4863
2083,198,2025-04-05,定期保養,1567
909,114,2025-04-05,性能檢測,1495
1480,186,2025-04-06,定期保養,1060
463,301,2025-04-07,清潔消毒,421
27,86,2025-04-07,故障維修,2481
2084,367,2025-04-08,零件更換,7101
622,91,2025-04-09,定期保養,1415
982,312,2025-04-09,故障維修,5799
1534,119,2025-04-10,零件更換,6587
1236,163,2025-04-10,故障維修,1801
1677,32,2025-04-11,清潔消毒,785
2040,110,2025-04-11,故障維修,4956
69,31,2025-04-11,零件更換,4556
1487,172,2025-04-11,定期保養,720
493,121,2025-04-11,故障維修,5074
2066,317,2025-04-11,性能檢測,410
1983,196,2025-04-12,零件更換,7696
2328,1,2025-04-12,定期保養,774
835,208,2025-04-13,定期保養,1216
1468,177,2025-04-13,零件更換,6060
2018,362,2025-04-13,故障維修,1870
678,173,2025-04-13,故障維修,5460
445,325,2025-04-14,定期保養,1084
2461,399,2025-04-14,定期保養,1340
1694,62,2025-04-14,故障維修,2636
958,18,2025-04-14,故障維修,5163
125,98,2025-04-14,定期保養,685
398,184,2025-04-15,故障維修,5314
943,265,2025-04-15,定期保養,1554
1532,250,2025-04-15,定期保養,1401
2217,333,2025-04-15,零件更換,4989
1579,249,2025-04-15,定期保養,1659
500,395,2025-04-17,定期保養,1485
2305,375,2025-04-18,定期保養,1320
1501,218,2025-04-18,性能檢測,1325
558,11,2025-04-18,性能檢測,1146
1741,332,2025-04-19,定期保養,734
2312,351,2025-04-20,故障維修,4600
1575,95,2025-04-20,定期保養,1535
2167,260,2025-04-20,定期保養,1648
417,128,2025-04-21,零件更換,3257
743,302,2025-04-22,故障維修,4154
1793,214,2025-04-22,故障維修,1770
133,51,2025-04-22,故障維修,1502
591,59,2025-04-23,定期保養,756
1494,30,2025-04-25,定期保養,1714
870,383,2025-04-25,定期保養,1562
1873,210,2025-04-26,故障維修,2261
1589,183,2025-04-26,零件更換,6673
2490,165,2025-04-27,故障維修,3956
2176,335,2025-04-28,性能檢測,780
1814,8,2025-04-29,故障維修,2609
2459,206,2025-04-29,故障維修,4133
1117,39,2025-04-30,故障維修,2888
2443,308,2025-04-30,故障維修,2416
1352,237,2025-05-01,故障維修,3915
221,269,2025-05-02,零件更換,7365
128,345,2025-05-04,定期保養,752
760,317,2025-05-06,定期保養,1056
32,71,2025-05-06,清潔消毒,1137
2096,318,2025-05-07,定期保養,1196
347,260,2025-05-07,清潔消毒,1035
597,272,2025-05-08,零件更換,2460
961,33,2025-05-08,定期保養,1079
2020,272,2025-05-08,零件更換,5834
303,225,2025-05-09,零件更換,7471
687,236,2025-05-10,定期保養,1003
1191,27,2025-05-10,零件更換,3278
931,59,2025-05-10,故障維修,3968
407,171,2025-05-11,性能檢測,677
1174,114,2025-05-12,零件更換,3079
219,265,2025-05-12,故障維修,2441
2071,305,2025-05-12,故障維修,3579
1147,321,2025-05-12,清潔消毒,369
2031,86,2025-05-12,故障維修,3928
824,174,2025-05-12,故障維修,5739
1935,275,2025-05-13,性能檢測,983
2214,389,2025-05-14,零件更換,5078
2157,60,2025-05-15,故障維修,2618
25,196,2025-05-15,定期保養,1292
1719,395,2025-05-17,清潔消毒,525
668,68,2025-05-18,故障維修,5310
1980,337,2025-05-18,定期保養,897
263,59,2025-05-19,故障維修,5103
447,395,2025-05-20,零件更換,4981
179,378,2025-05-20,性能檢測,1116
227,392,2025-05-21,定期保養,1589
1079,95,2025-05-22,定期保養,1121
2264,189,2025-05-22,故障維修,4964
1136,31,2025-05-22,零件更換,5080
864,188,2025-05-22,定期保養,1429
1190,287,2025-05-23,故障維修,5316
1764,205,2025-05-24,故障維修,5350
1721,60,2025-05-24,故障維修,2745
81,347,2025-05-25,故障維修,2180
1393,71,2025-05-25,零件更換,6290
1033,99,2025-05-25,故障維修,5129
237,122,2025-05-26,定期保養,1127
1072,100,2025-05-26,故障維修,1765
1776,137,2025-05-26,定期保養,1223
1733,220,2025-05-26,定期保養,1140
336,16,2025-05-26,零件更換,7846
1952,95,2025-05-26,零件更換,5912
1869,57,2025-05-26,定期保養,1125
1470,316,2025-05-26,性能檢測,1069
1832,247,2025-05-27,清潔消毒,946
1987,296,2025-05-29,定期保養,1218
2285,59,2025-05-29,定期保養,1312
2243,239,2025-05-30,定期保養,680
1339,29,2025-05-31,故障維修,2299
1817,129,2025-06-01,性能檢測,992
1884,307,2025-06-01,故障維修,5380
1068,46,2025-06-01,零件更換,6184
1202,10,2025-06-02,故障維修,2792
1303,21,2025-06-02,故障維修,4657
868,77,2025-06-02,零件更換,4944
318,73,2025-06-02,定期保養,933
477,30,2025-06-04,定期保養,829
1399,254,2025-06-05,定期保養,1212
158,308,2025-06-05,故障維修,5800
430,49,2025-06-05,定期保養,1480
1919,172,2025-06-05,定期保養,838
788,174,2025-06-06,定期保養,685
646,359,2025-06-06,零件更換,6793
2101,369,2025-06-06,零件更換,3758
351,210,2025-06-06,定期保養,1626
131,181,2025-06-07,零件更換,7255
1137,342,2025-06-09,零件更換,3076
2376,120,2025-06-09,定期保養,1282
1229,395,2025-06-09,故障維修,1727
877,290,2025-06-09,零件更換,3406
41,52,2025-06-10,零件更換,5401
251,129,2025-06-11,定期保養,1230
155,395,2025-06-11,清潔消毒,859
279,286,2025-06-11,零件更換,5683
1750,59,2025-06-12,故障維修,5154
111,126,2025-06-13,故障維修,3685
1384,113,2025-06-13,故障維修,4252
1172,394,2025-06-14,定期保養,523
1843,188,2025-06-15,定期保養,666
1615,145,2025-06-16,零件更換,2073
437,30,2025-06-16,定期保養,617
410,38,2025-06-17,零件更換,7105
1707,263,2025-06-17,定期保養,1190
844,389,2025-06-17,零件更換,3932
327,230,2025-06-18,清潔消毒,569
2314,286,2025-06-18,定期保養,1185
2260,186,2025-06-19,故障維修,3233
1069,154,2025-06-22,定期保養,1731
577,62,2025-06-22,清潔消毒,939
261,253,2025-06-23,清潔消毒,375
2037,48,2025-06-24,定期保養,1064
418,143,2025-06-24,故障維修,1864
804,249,2025-06-24,清潔消毒,770
2059,265,2025-06-24,故障維修,4227
1064,181,2025-06-25,定期保養,506
1076,183,2025-06-25,零件更換,5359
312,32,2025-06-26,零件更換,2616
174,98,2025-06-26,定期保養,1039
1083,181,2025-06-27,清潔消毒,1187
1706,44,2025-06-28,故障維修,2134
630,110,2025-06-28,故障維修,1746
2315,398,2025-06-29,故障維修,5980
1154,276,2025-06-30,定期保養,1051
2111,59,2025-06-30,清潔消毒,474
1903,307,2025-06-30,定期保養,645
311,188,2025-06-30,故障維修,5984
881,99,2025-07-01,定期保養,1565
1560,362,2025-07-03,清潔消毒,821
720,296,2025-07-03,故障維修,4120
563,58,2025-07-03,定期保養,1122
1416,377,2025-07-04,零件更換,4670
1350,16,2025-07-04,定期保養,540
2120,355,2025-07-05,清潔消毒,703
2135,292,2025-07-05,零件更換,4394
569,365,2025-07-05,清潔消毒,758
1016,373,2025-07-05,清潔消毒,875
432,308,2025-07-05,定期保養,1299
1475,143,2025-07-06,定期保養,1233
2390,280,2025-07-07,清潔消毒,1148
1799,29,2025-07-07,零件更換,6858
2437,169,2025-07-07,清潔消毒,416
275,213,2025-07-08,定期保養,508
2250,48,2025-07-08,性能檢測,1044
1923,255,2025-07-11,清潔消毒,791
1756,322,2025-07-11,清潔消毒,309
130,213,2025-07-11,故障維修,4259
309,319,2025-07-12,清潔消毒,742
2246,219,2025-07-12,故障維修,5391
1051,351,2025-07-12,定期保養,1724
923,360,2025-07-12,零件更換,2707
1465,400,2025-07-12,故障維修,3335
315,335,2025-07-13,定期保養,1020
584,143,2025-07-13,零件更換,7183
1203,9,2025-07-14,定期保養,1310
429,154,2025-07-14,定期保養,864
408,5,2025-07-14,定期保養,1508
1373,343,2025-07-15,清潔消毒,801
1807,270,2025-07-15,清潔消毒,904
1625,73,2025-07-17,零件更換,5036
1991,309,2025-07-18,零件更換,6253
2222,225,2025-07-19,故障維修,5323
2086,208,2025-07-19,性能檢測,1341
1272,345,2025-07-20,性能檢測,616
1525,205,2025-07-20,故障維修,2764
811,395,2025-07-20,定期保養,540
1844,252,2025-07-20,故障維修,4007
598,72,2025-07-21,定期保養,1487
1436,11,2025-07-21,定期保養,1628
2356,51,2025-07-21,零件更換,7120
427,188,2025-07-21,性能檢測,1173
1085,382,2025-07-21,定期保養,914
2301,322,2025-07-21,清潔消毒,959
2472,390,2025-07-22,清潔消毒,1065
440,33,2025-07-22,零件更換,4637
2445,188,2025-07-22,定期保養,1298
633,213,2025-07-22,定期保養,1291
1005,324,2025-07-23,零件更換,5917
2143,288,2025-07-23,故障維修,3919
337,343,2025-07-23,故障維修,1996
719,53,2025-07-24,零件更換,4028
104,212,2025-07-24,定期保養,920
1731,134,2025-07-24,定期保養,1391
1759,46,2025-07-25,性能檢測,1152
897,128,2025-07-25,定期保養,1210
1346,183,2025-07-25,定期保養,634
231,319,2025-07-25,故障維修,4914
1155,255,2025-07-25,零件更換,3573
1585,396,2025-07-26,零件更換,6270
152,103,2025-07-26,故障維修,2369
1333,98,2025-07-26,清潔消毒,918
1279,60,2025-07-27,定期保養,944
2361,5,2025-07-27,定期保養,543
853,91,2025-07-28,清潔消毒,792
1423,16,2025-07-29,定期保養,1401
808,373,2025-07-29,故障維修,3258
538,107,2025-07-29,清潔消毒,842
952,272,2025-07-29,零件更換,7747
1193,150,2025-07-30,性能檢測,569
93,307,2025-07-31,故障維修,4029
2048,287,2025-07-31,定期保養,1531
193,362,2025-08-01,零件更換,2042
2421,68,2025-08-01,清潔消毒,1038
1543,235,2025-08-01,故障維修,5454
1582,172,2025-08-02,故障維修,5681
783,110,2025-08-03,故障維修,2546
2402,29,2025-08-04,故障維修,4014
1512,291,2025-08-04,故障維修,5037
2456,59,2025-08-06,性能檢測,412
1454,235,2025-08-06,零件更換,6190
691,141,2025-08-07,清潔消毒,1167
1701,390,2025-08-08,故障維修,3734
2457,189,2025-08-08,故障維修,2102
45,114,2025-08-08,性能檢測,1028
2480,319,2025-08-09,零件更換,4808
492,256,2025-08-09,故障維修,2370
359,379,2025-08-09,零件更換,3403
848,400,2025-08-11,故障維修,1566
2035,250,2025-08-11,故障維修,2168
1925,319,2025-08-11,故障維修,2882
2267,241,2025-08-13,性能檢測,993
307,216,2025-08-14,定期保養,1732
1269,246,2025-08-14,性能檢測,1321
143,208,2025-08-15,定期保養,1799
578,373,2025-08-16,故障維修,5461
228,172,2025-08-16,清潔消毒,961
1361,367,2025-08-16,故障維修,2615
1377,190,2025-08-16,零件更換,4917
1914,162,2025-08-17,定期保養,571
2385,139,2025-08-17,定期保養,821
2172,28,2025-08-17,清潔消毒,1138
1425,395,2025-08-17,定期保養,938
1849,358,2025-08-17,故障維修,5205
644,143,2025-08-17,性能檢測,613
1378,215,2025-08-18,清潔消毒,832
305,295,2025-08-18,定期保養,1537
460,50,2025-08-18,零件更換,2786
789,197,2025-08-19,定期保養,978
645,51,2025-08-19,故障維修,3608
1736,358,2025-08-19,零件更換,4538
1171,254,2025-08-20,定期保養,1595
364,227,2025-08-20,清潔消毒,486
1010,206,2025-08-20,零件更換,5983
1159,350,2025-08-20,定期保養,606
828,151,2025-08-21,定期保養,554
2014,59,2025-08-22,故障維修,4424
2452,391,2025-08-22,故障維修,5235
2283,202,2025-08-22,零件更換,2613
326,297,2025-08-23,定期保養,963
411,139,2025-08-23,故障維修,4422
2430,358,2025-08-23,清潔消毒,634
1062,395,2025-08-23,故障維修,2648
389,303,2025-08-24,定期保養,1130
505,279,2025-08-24,清潔消毒,1186
9,247,2025-08-25,性能檢測,498
1034,51,2025-08-25,定期保養,566
1275,204,2025-08-25,零件更換,7178
1291,173,2025-08-27,零件更換,5883
761,64,2025-08-27,定期保養,1471
471,5,2025-08-27,定期保養,1796
2454,151,2025-08-27,零件更換,5259
683,71,2025-08-27,故障維修,4232
105,367,2025-08-28,定期保養,604
1509,249,2025-08-28,定期保養,1772
406,360,2025-08-28,定期保養,1172
1220,119,2025-08-29,清潔消毒,816
230,260,2025-08-29,清潔消毒,1139
474,359,2025-08-30,清潔消毒,872
2266,260,2025-08-30,零件更換,6763
2017,151,2025-08-31,清潔消毒,1039
2348,159,2025-09-01,零件更換,4179
1053,379,2025-09-01,故障維修,3003
2306,173,2025-09-02,性能檢測,1040
1913,400,2025-09-02,性能檢測,781
891,293,2025-09-03,性能檢測,1292
2270,214,2025-09-03,定期保養,755
370,28,2025-09-04,故障維修,3289
1097,95,2025-09-04,清潔消毒,314
1594,44,2025-09-05,故障維修,5426
1015,287,2025-09-05,故障維修,5312
945,89,2025-09-06,零件更換,7387
838,160,2025-09-06,故障維修,3002
1382,172,2025-09-06,性能檢測,1382
1882,351,2025-09-06,故障維修,3287
694,105,2025-09-08,零件更換,3189
1040,137,2025-09-08,定期保養,1456
109,99,2025-09-08,故障維修,3390
2245,343,2025-09-09,清潔消毒,419
171,275,2025-09-09,定期保養,1380
466,165,2025-09-09,故障維修,5256
163,260,2025-09-10,定期保養,576
1581,100,2025-09-13,清潔消毒,432
2363,129,2025-09-13,故障維修,3316
1483,227,2025-09-13,故障維修,3909
566,241,2025-09-13,性能檢測,932
1858,196,2025-09-14,故障維修,2284
672,360,2025-09-15,故障維修,3072
455,46,2025-09-16,定期保養,1776
564,6,2025-09-17,定期保養,1229
490,359,2025-09-17,故障維修,3217
817,241,2025-09-17,性能檢測,850
1605,28,2025-09-18,定期保養,541
1168,211,2025-09-18,清潔消毒,870
280,319,2025-09-20,定期保養,1714
1394,218,2025-09-20,故障維修,3050
589,55,2025-09-20,故障維修,5488
1592,398,2025-09-20,故障維修,4075
833,59,2025-09-20,零件更換,7080
533,400,2025-09-21,定期保養,707
2223,41,2025-09-21,定期保養,1666
483,195,2025-09-21,清潔消毒,1009
393,164,2025-09-22,故障維修,5696
1262,321,2025-09-23,清潔消毒,970
829,297,2025-09-24,性能檢測,1269
2434,126,2025-09-24,定期保養,559
568,188,2025-09-25,零件更換,2138
2112,88,2025-09-25,定期保養,1347
2394,60,2025-09-25,故障維修,3567
1833,239,2025-09-26,清潔消毒,1124
1006,269,2025-09-26,故障維修,3984
1876,226,2025-09-26,定期保養,1608
572,317,2025-09-27,定期保養,1129
1043,139,2025-09-27,性能檢測,952
240,74,2025-09-27,定期保養,1654
1184,375,2025-09-28,定期保養,1309
1526,113,2025-09-28,性能檢測,1139
1214,319,2025-09-29,故障維修,1937
1362,92,2025-09-29,定期保養,982
238,10,2025-09-29,定期保養,1204
988,186,2025-09-30,性能檢測,1232
729,87,2025-09-30,故障維修,2940
2496,207,2025-09-30,清潔消毒,457
1834,302,2025-09-30,故障維修,2651
1569,257,2025-09-30,故障維修,3025
1364,260,2025-10-01,零件更換,5573
1036,283,2025-10-02,故障維修,3177
841,6,2025-10-03,定期保養,966
1886,197,2025-10-03,定期保養,689
1145,117,2025-10-03,清潔消毒,578
167,140,2025-10-04,故障維修,1605
593,77,2025-10-04,清潔消毒,538
91,51,2025-10-05,故障維修,3632
1879,130,2025-10-05,零件更換,7188
355,28,2025-10-06,定期保養,1218
1778,188,2025-10-07,性能檢測,812
1449,382,2025-10-08,故障維修,2142
2282,159,2025-10-09,定期保養,1782
399,303,2025-10-10,故障維修,1591
525,335,2025-10-10,清潔消毒,890
37,133,2025-10-11,清潔消毒,1056
1891,42,2025-10-12,性能檢測,1061
2047,27,2025-10-12,定期保養,1775
2129,355,2025-10-13,故障維修,4360
2063,324,2025-10-13,性能檢測,988
162,260,2025-10-15,清潔消毒,1140
22,59,2025-10-15,性能檢測,755
185,113,2025-10-15,故障維修,3699
2034,392,2025-10-16,性能檢測,1142
441,34,2025-10-16,性能檢測,1058
1502,204,2025-10-16,故障維修,2160
1809,73,2025-10-16,零件更換,6861
141,389,2025-10-16,性能檢測,1316
2207,122,2025-10-16,清潔消毒,375
13,333,2025-10-16,定期保養,956
39,278,2025-10-17,定期保養,931
2259,138,2025-10-19,故障維修,5837
832,194,2025-10-19,性能檢測,1454
605,51,2025-10-19,定期保養,1076
1500,347,2025-10-20,性能檢測,952
1135,278,2025-10-20,定期保養,722
1713,316,2025-10-20,性能檢測,570
1112,97,2025-10-21,定期保養,758
1074,7,2025-10-21,零件更換,4340
126,183,2025-10-22,定期保養,1651
1390,195,2025-10-22,性能檢測,634
1766,142,2025-10-22,清潔消毒,1190
940,237,2025-10-23,零件更換,7156
319,66,2025-10-23,定期保養,643
905,182,2025-10-23,定期保養,584
834,74,2025-10-24,故障維修,2364
1796,34,2025-10-24,零件更換,3257
1990,296,2025-10-24,零件更換,3265
928,226,2025-10-24,定期保養,1677
482,283,2025-10-24,定期保養,932
1523,154,2025-10-24,定期保養,1141
2411,280,2025-10-25,定期保養,852
1093,249,2025-10-25,故障維修,4702
478,230,2025-10-26,定期保養,1490
1696,27,2025-10-26,零件更換,7497
556,175,2025-10-26,零件更換,6611
576,384,2025-10-27,故障維修,2381
2495,213,2025-10-27,清潔消毒,832
2271,44,2025-10-28,故障維修,3002
1705,188,2025-10-29,零件更換,6967
2247,26,2025-10-31,零件更換,6742
1612,265,2025-10-31,定期保養,596
1443,274,2025-11-01,零件更換,2493
1761,195,2025-11-01,故障維修,4259
2221,287,2025-11-01,清潔消毒,727
2033,198,2025-11-02,定期保養,513
413,384,2025-11-02,故障維修,2338
1322,68,2025-11-02,故障維修,3426
2321,367,2025-11-03,定期保養,1063
944,333,2025-11-05,零件更換,2380
332,305,2025-11-05,性能檢測,471
1563,316,2025-11-06,零件更換,5185
1941,24,2025-11-07,定期保養,746
1519,105,2025-11-07,性能檢測,1404
1439,87,2025-11-08,故障維修,2963
532,400,2025-11-08,故障維修,5869
66,226,2025-11-09,故障維修,3403
1747,7,2025-11-09,清潔消毒,567
1012,396,2025-11-09,故障維修,3691
599,82,2025-11-10,定期保養,856
747,168,2025-11-10,性能檢測,1165
2016,179,2025-11-11,故障維修,3118
1194,256,2025-11-11,定期保養,673
772,340,2025-11-11,零件更換,4279
394,314,2025-11-11,定期保養,1579
1056,154,2025-11-11,故障維修,5718
2165,201,2025-11-11,故障維修,4944
1411,89,2025-11-12,定期保養,535
1166,328,2025-11-12,性能檢測,1237
575,346,2025-11-13,定期保養,1067
652,225,2025-11-13,清潔消毒,331
627,197,2025-11-13,定期保養,545
823,145,2025-11-14,零件更換,4381
1791,63,2025-11-14,定期保養,864
1469,350,2025-11-15,性能檢測,909
480,219,2025-11-15,定期保養,1269
1865,395,2025-11-15,零件更換,5718
1726,26,2025-11-15,故障維修,5111
552,342,2025-11-17,定期保養,666
314,389,2025-11-18,清潔消毒,446
38,42,2025-11-18,定期保養,1083
1998,28,2025-11-18,定期保養,1029
1772,317,2025-11-19,定期保養,818
1403,14,2025-11-20,定期保養,928
2412,59,2025-11-21,故障維修,4455
1910,63,2025-11-21,性能檢測,974
68,322,2025-11-21,定期保養,774
2209,127,2025-11-21,定期保養,1415
20,127,2025-11-22,定期保養,1059
100,45,2025-11-24,零件更換,4997
2485,197,2025-11-26,故障維修,3831
1536,52,2025-11-26,故障維修,4338
273,348,2025-11-26,清潔消毒,1062
50,79,2025-11-27,清潔消毒,1149
1488,283,2025-11-28,零件更換,2994
2404,135,2025-11-28,零件更換,5029
1276,44,2025-11-30,清潔消毒,1191
2478,318,2025-12-01,定期保養,824
139,160,2025-12-01,故障維修,4068
2353,252,2025-12-02,故障維修,1792
1222,63,2025-12-02,定期保養,966
214,97,2025-12-02,零件更換,6083
70,395,2025-12-03,零件更換,7298
1988,208,2025-12-04,清潔消毒,765
1743,311,2025-12-05,定期保養,1616
479,391,2025-12-05,故障維修,4682
1301,11,2025-12-05,性能檢測,1102
2278,210,2025-12-06,故障維修,3360
707,141,2025-12-06,故障維修,3348
1440,274,2025-12-06,零件更換,7867
363,196,2025-12-07,定期保養,510
1504,149,2025-12-08,定期保養,1278
2025,181,2025-12-08,故障維修,5274
2326,386,2025-12-08,故障維修,3778
1665,398,2025-12-08,故障維修,5919
942,230,2025-12-09,故障維修,4130
2225,5,2025-12-10,零件更換,4028
1115,242,2025-12-10,故障維修,5508
2426,362,2025-12-10,定期保養,1688
324,122,2025-12-10,清潔消毒,1157
906,359,2025-12-11,故障維修,5762
1094,214,2025-12-11,故障維修,5026
1415,222,2025-12-11,定期保養,1256
725,237,2025-12-11,定期保養,1726
211,227,2025-12-11,定期保養,1329
776,63,2025-12-12,性能檢測,427
1223,185,2025-12-12,零件更換,7220
204,361,2025-12-13,故障維修,4502
1175,260,2025-12-13,清潔消毒,522
1745,180,2025-12-14,清潔消毒,693
565,154,2025-12-15,性能檢測,639
1334,400,2025-12-16,故障維修,2389
818,174,2025-12-16,性能檢測,1484
1753,5,2025-12-17,零件更換,3980
1226,263,2025-12-17,定期保養,1664
1697,11,2025-12-17,清潔消毒,753
1836,268,2025-12-17,定期保養,1137
1994,58,2025-12-18,清潔消毒,526
807,376,2025-12-18,定期保養,776
2280,29,2025-12-18,定期保養,758
71,312,2025-12-19,故障維修,3361
2196,191,2025-12-19,故障維修,4492
1862,268,2025-12-19,定期保養,1440
2050,33,2025-12-20,零件更換,2874
1875,296,2025-12-20,性能檢測,654
1080,384,2025-12-20,故障維修,4771
741,197,2025-12-20,零件更換,4181
1307,289,2025-12-21,零件更換,3741
2241,319,2025-12-21,定期保養,551
2438,149,2025-12-21,故障維修,4546
451,315,2025-12-21,性能檢測,1414
594,150,2025-12-22,定期保養,537
1600,359,2025-12-22,故障維修,2610
996,39,2025-12-22,定期保養,1384
686,230,2025-12-23,定期保養,562
301,21,2025-12-24,定期保養,1612
1783,197,2025-12-24,定期保養,781
2344,155,2025-12-24,性能檢測,510
2182,93,2025-12-24,零件更換,2843
1670,328,2025-12-25,故障維修,4277
1013,382,2025-12-25,故障維修,4135
2227,131,2025-12-25,定期保養,881
1602,141,2025-12-25,故障維修,5437
84,26,2025-12-26,故障維修,3691
675,179,2025-12-26,零件更換,3359
1899,155,2025-12-27,零件更換,5450
79,157,2025-12-27,故障維修,4916
1933,231,2025-12-29,零件更換,6796
